sample_id,cell_id,cell_name,nwb_file_name
20190321_sample_6,ZBEEF-6,sub-mouse-ZBEEF_ses-20190321-sample-6_slice-20190321-slice-6_cell-20190321-sample-6_icephys,sub-mouse-ZBEEF_ses-20190321-sample-6_slice-20190321-slice-6_cell-20190321-sample-6_icephys.nwb
20190322_sample_1,SHPMA-1,sub-mouse-SHPMA_ses-20190322-sample-1_slice-20190322-slice-1_cell-20190322-sample-1_icephys,sub-mouse-SHPMA_ses-20190322-sample-1_slice-20190322-slice-1_cell-20190322-sample-1_icephys.nwb
20190322_sample_2,SHPMA-2,sub-mouse-SHPMA_ses-20190322-sample-2_slice-20190322-slice-2_cell-20190322-sample-2_icephys,sub-mouse-SHPMA_ses-20190322-sample-2_slice-20190322-slice-2_cell-20190322-sample-2_icephys.nwb
20190322_sample_3,SHPMA-3,sub-mouse-SHPMA_ses-20190322-sample-3_slice-20190322-slice-3_cell-20190322-sample-3_icephys,sub-mouse-SHPMA_ses-20190322-sample-3_slice-20190322-slice-3_cell-20190322-sample-3_icephys.nwb
20190322_sample_4,SHPMA-4,sub-mouse-SHPMA_ses-20190322-sample-4_slice-20190322-slice-4_cell-20190322-sample-4_icephys,sub-mouse-SHPMA_ses-20190322-sample-4_slice-20190322-slice-4_cell-20190322-sample-4_icephys.nwb
20190325_sample_1,VTQGY-1,sub-mouse-VTQGY_ses-20190325-sample-1_slice-20190325-slice-1_cell-20190325-sample-1_icephys,sub-mouse-VTQGY_ses-20190325-sample-1_slice-20190325-slice-1_cell-20190325-sample-1_icephys.nwb
20190325_sample_2,VTQGY-2,sub-mouse-VTQGY_ses-20190325-sample-2_slice-20190325-slice-2_cell-20190325-sample-2_icephys,sub-mouse-VTQGY_ses-20190325-sample-2_slice-20190325-slice-2_cell-20190325-sample-2_icephys.nwb
20190325_sample_3,VTQGY-3,sub-mouse-VTQGY_ses-20190325-sample-3_slice-20190325-slice-3_cell-20190325-sample-3_icephys,sub-mouse-VTQGY_ses-20190325-sample-3_slice-20190325-slice-3_cell-20190325-sample-3_icephys.nwb
20190325_sample_4,VTQGY-4,sub-mouse-VTQGY_ses-20190325-sample-4_slice-20190325-slice-4_cell-20190325-sample-4_icephys,sub-mouse-VTQGY_ses-20190325-sample-4_slice-20190325-slice-4_cell-20190325-sample-4_icephys.nwb
20190325_sample_5,VTQGY-5,sub-mouse-VTQGY_ses-20190325-sample-5_slice-20190325-slice-5_cell-20190325-sample-5_icephys,sub-mouse-VTQGY_ses-20190325-sample-5_slice-20190325-slice-5_cell-20190325-sample-5_icephys.nwb
20190325_sample_6,VTQGY-6,sub-mouse-VTQGY_ses-20190325-sample-6_slice-20190325-slice-6_cell-20190325-sample-6_icephys,sub-mouse-VTQGY_ses-20190325-sample-6_slice-20190325-slice-6_cell-20190325-sample-6_icephys.nwb
20190325_sample_7,VTQGY-7,sub-mouse-VTQGY_ses-20190325-sample-7_slice-20190325-slice-7_cell-20190325-sample-7_icephys,sub-mouse-VTQGY_ses-20190325-sample-7_slice-20190325-slice-7_cell-20190325-sample-7_icephys.nwb
20190325_sample_9,VTQGY-9,sub-mouse-VTQGY_ses-20190325-sample-9_slice-20190325-slice-9_cell-20190325-sample-9_icephys,sub-mouse-VTQGY_ses-20190325-sample-9_slice-20190325-slice-9_cell-20190325-sample-9_icephys.nwb
20190326_sample_1,MDDFS-1,sub-mouse-MDDFS_ses-20190326-sample-1_slice-20190326-slice-1_cell-20190326-sample-1_icephys,sub-mouse-MDDFS_ses-20190326-sample-1_slice-20190326-slice-1_cell-20190326-sample-1_icephys.nwb
20190326_sample_2,MDDFS-2,sub-mouse-MDDFS_ses-20190326-sample-2_slice-20190326-slice-2_cell-20190326-sample-2_icephys,sub-mouse-MDDFS_ses-20190326-sample-2_slice-20190326-slice-2_cell-20190326-sample-2_icephys.nwb
20190326_sample_3,MDDFS-3,sub-mouse-MDDFS_ses-20190326-sample-3_slice-20190326-slice-3_cell-20190326-sample-3_icephys,sub-mouse-MDDFS_ses-20190326-sample-3_slice-20190326-slice-3_cell-20190326-sample-3_icephys.nwb
20190326_sample_4,MDDFS-4,sub-mouse-MDDFS_ses-20190326-sample-4_slice-20190326-slice-4_cell-20190326-sample-4_icephys,sub-mouse-MDDFS_ses-20190326-sample-4_slice-20190326-slice-4_cell-20190326-sample-4_icephys.nwb
20190327_sample_1,LVGJZ-1,sub-mouse-LVGJZ_ses-20190327-sample-1_slice-20190327-slice-1_cell-20190327-sample-1_icephys,sub-mouse-LVGJZ_ses-20190327-sample-1_slice-20190327-slice-1_cell-20190327-sample-1_icephys.nwb
20190327_sample_2,LVGJZ-2,sub-mouse-LVGJZ_ses-20190327-sample-2_slice-20190327-slice-2_cell-20190327-sample-2_icephys,sub-mouse-LVGJZ_ses-20190327-sample-2_slice-20190327-slice-2_cell-20190327-sample-2_icephys.nwb
20190327_sample_4,LVGJZ-4,sub-mouse-LVGJZ_ses-20190327-sample-4_slice-20190327-slice-4_cell-20190327-sample-4_icephys,sub-mouse-LVGJZ_ses-20190327-sample-4_slice-20190327-slice-4_cell-20190327-sample-4_icephys.nwb
20190327_sample_7,LVGJZ-7,sub-mouse-LVGJZ_ses-20190327-sample-7_slice-20190327-slice-7_cell-20190327-sample-7_icephys,sub-mouse-LVGJZ_ses-20190327-sample-7_slice-20190327-slice-7_cell-20190327-sample-7_icephys.nwb
20190328_sample_1,SGCMM-1,sub-mouse-SGCMM_ses-20190328-sample-1_slice-20190328-slice-1_cell-20190328-sample-1_icephys,sub-mouse-SGCMM_ses-20190328-sample-1_slice-20190328-slice-1_cell-20190328-sample-1_icephys.nwb
20190328_sample_2,SGCMM-2,sub-mouse-SGCMM_ses-20190328-sample-2_slice-20190328-slice-2_cell-20190328-sample-2_icephys,sub-mouse-SGCMM_ses-20190328-sample-2_slice-20190328-slice-2_cell-20190328-sample-2_icephys.nwb
20190328_sample_3,SGCMM-3,sub-mouse-SGCMM_ses-20190328-sample-3_slice-20190328-slice-3_cell-20190328-sample-3_icephys,sub-mouse-SGCMM_ses-20190328-sample-3_slice-20190328-slice-3_cell-20190328-sample-3_icephys.nwb
20190328_sample_4,SGCMM-4,sub-mouse-SGCMM_ses-20190328-sample-4_slice-20190328-slice-4_cell-20190328-sample-4_icephys,sub-mouse-SGCMM_ses-20190328-sample-4_slice-20190328-slice-4_cell-20190328-sample-4_icephys.nwb
20190328_sample_5,SGCMM-5,sub-mouse-SGCMM_ses-20190328-sample-5_slice-20190328-slice-5_cell-20190328-sample-5_icephys,sub-mouse-SGCMM_ses-20190328-sample-5_slice-20190328-slice-5_cell-20190328-sample-5_icephys.nwb
20190328_sample_6,SGCMM-6,sub-mouse-SGCMM_ses-20190328-sample-6_slice-20190328-slice-6_cell-20190328-sample-6_icephys,sub-mouse-SGCMM_ses-20190328-sample-6_slice-20190328-slice-6_cell-20190328-sample-6_icephys.nwb
20190328_sample_8,SGCMM-8,sub-mouse-SGCMM_ses-20190328-sample-8_slice-20190328-slice-8_cell-20190328-sample-8_icephys,sub-mouse-SGCMM_ses-20190328-sample-8_slice-20190328-slice-8_cell-20190328-sample-8_icephys.nwb
20190328_sample_9,SGCMM-9,sub-mouse-SGCMM_ses-20190328-sample-9_slice-20190328-slice-9_cell-20190328-sample-9_icephys,sub-mouse-SGCMM_ses-20190328-sample-9_slice-20190328-slice-9_cell-20190328-sample-9_icephys.nwb
20190329_sample_3,RZTHI-3,sub-mouse-RZTHI_ses-20190329-sample-3_slice-20190329-slice-3_cell-20190329-sample-3_icephys,sub-mouse-RZTHI_ses-20190329-sample-3_slice-20190329-slice-3_cell-20190329-sample-3_icephys.nwb
20190329_sample_4,RZTHI-4,sub-mouse-RZTHI_ses-20190329-sample-4_slice-20190329-slice-4_cell-20190329-sample-4_icephys,sub-mouse-RZTHI_ses-20190329-sample-4_slice-20190329-slice-4_cell-20190329-sample-4_icephys.nwb
20190329_sample_5,RZTHI-5,sub-mouse-RZTHI_ses-20190329-sample-5_slice-20190329-slice-5_cell-20190329-sample-5_icephys,sub-mouse-RZTHI_ses-20190329-sample-5_slice-20190329-slice-5_cell-20190329-sample-5_icephys.nwb
20190402_sample_2,GACMY-2,sub-mouse-GACMY_ses-20190402-sample-2_slice-20190402-slice-2_cell-20190402-sample-2_icephys,sub-mouse-GACMY_ses-20190402-sample-2_slice-20190402-slice-2_cell-20190402-sample-2_icephys.nwb
20190402_sample_3,GACMY-3,sub-mouse-GACMY_ses-20190402-sample-3_slice-20190402-slice-3_cell-20190402-sample-3_icephys,sub-mouse-GACMY_ses-20190402-sample-3_slice-20190402-slice-3_cell-20190402-sample-3_icephys.nwb
20190402_sample_5,GACMY-5,sub-mouse-GACMY_ses-20190402-sample-5_slice-20190402-slice-5_cell-20190402-sample-5_icephys,sub-mouse-GACMY_ses-20190402-sample-5_slice-20190402-slice-5_cell-20190402-sample-5_icephys.nwb
20190402_sample_6,GACMY-6,sub-mouse-GACMY_ses-20190402-sample-6_slice-20190402-slice-6_cell-20190402-sample-6_icephys,sub-mouse-GACMY_ses-20190402-sample-6_slice-20190402-slice-6_cell-20190402-sample-6_icephys.nwb
20190403_sample_3,QYXAF-3,sub-mouse-QYXAF_ses-20190403-sample-3_slice-20190403-slice-3_cell-20190403-sample-3_icephys,sub-mouse-QYXAF_ses-20190403-sample-3_slice-20190403-slice-3_cell-20190403-sample-3_icephys.nwb
20190403_sample_5,QYXAF-5,sub-mouse-QYXAF_ses-20190403-sample-5_slice-20190403-slice-5_cell-20190403-sample-5_icephys,sub-mouse-QYXAF_ses-20190403-sample-5_slice-20190403-slice-5_cell-20190403-sample-5_icephys.nwb
20190403_sample_6,QYXAF-6,sub-mouse-QYXAF_ses-20190403-sample-6_slice-20190403-slice-6_cell-20190403-sample-6_icephys,sub-mouse-QYXAF_ses-20190403-sample-6_slice-20190403-slice-6_cell-20190403-sample-6_icephys.nwb
20190403_sample_7,QYXAF-7,sub-mouse-QYXAF_ses-20190403-sample-7_slice-20190403-slice-7_cell-20190403-sample-7_icephys,sub-mouse-QYXAF_ses-20190403-sample-7_slice-20190403-slice-7_cell-20190403-sample-7_icephys.nwb
20190408_sample_1,UFZLM-1,sub-mouse-UFZLM_ses-20190408-sample-1_slice-20190408-slice-1_cell-20190408-sample-1_icephys,sub-mouse-UFZLM_ses-20190408-sample-1_slice-20190408-slice-1_cell-20190408-sample-1_icephys.nwb
20190408_sample_2,UFZLM-2,sub-mouse-UFZLM_ses-20190408-sample-2_slice-20190408-slice-2_cell-20190408-sample-2_icephys,sub-mouse-UFZLM_ses-20190408-sample-2_slice-20190408-slice-2_cell-20190408-sample-2_icephys.nwb
20190408_sample_5,UFZLM-5,sub-mouse-UFZLM_ses-20190408-sample-5_slice-20190408-slice-5_cell-20190408-sample-5_icephys,sub-mouse-UFZLM_ses-20190408-sample-5_slice-20190408-slice-5_cell-20190408-sample-5_icephys.nwb
20190408_sample_6,UFZLM-6,sub-mouse-UFZLM_ses-20190408-sample-6_slice-20190408-slice-6_cell-20190408-sample-6_icephys,sub-mouse-UFZLM_ses-20190408-sample-6_slice-20190408-slice-6_cell-20190408-sample-6_icephys.nwb
20190409_sample_10,UKEDC-10,sub-mouse-UKEDC_ses-20190409-sample-10_slice-20190409-slice-10_cell-20190409-sample-10_icephys,sub-mouse-UKEDC_ses-20190409-sample-10_slice-20190409-slice-10_cell-20190409-sample-10_icephys.nwb
20190409_sample_11,UKEDC-11,sub-mouse-UKEDC_ses-20190409-sample-11_slice-20190409-slice-11_cell-20190409-sample-11_icephys,sub-mouse-UKEDC_ses-20190409-sample-11_slice-20190409-slice-11_cell-20190409-sample-11_icephys.nwb
20190409_sample_2,MOUPV-2,sub-mouse-MOUPV_ses-20190409-sample-2_slice-20190409-slice-2_cell-20190409-sample-2_icephys,sub-mouse-MOUPV_ses-20190409-sample-2_slice-20190409-slice-2_cell-20190409-sample-2_icephys.nwb
20190409_sample_3,MOUPV-3,sub-mouse-MOUPV_ses-20190409-sample-3_slice-20190409-slice-3_cell-20190409-sample-3_icephys,sub-mouse-MOUPV_ses-20190409-sample-3_slice-20190409-slice-3_cell-20190409-sample-3_icephys.nwb
20190409_sample_4,MOUPV-4,sub-mouse-MOUPV_ses-20190409-sample-4_slice-20190409-slice-4_cell-20190409-sample-4_icephys,sub-mouse-MOUPV_ses-20190409-sample-4_slice-20190409-slice-4_cell-20190409-sample-4_icephys.nwb
20190409_sample_5,MOUPV-5,sub-mouse-MOUPV_ses-20190409-sample-5_slice-20190409-slice-5_cell-20190409-sample-5_icephys,sub-mouse-MOUPV_ses-20190409-sample-5_slice-20190409-slice-5_cell-20190409-sample-5_icephys.nwb
20190409_sample_7,MOUPV-7,sub-mouse-MOUPV_ses-20190409-sample-7_slice-20190409-slice-7_cell-20190409-sample-7_icephys,sub-mouse-MOUPV_ses-20190409-sample-7_slice-20190409-slice-7_cell-20190409-sample-7_icephys.nwb
20190409_sample_8,UKEDC-8,sub-mouse-UKEDC_ses-20190409-sample-8_slice-20190409-slice-8_cell-20190409-sample-8_icephys,sub-mouse-UKEDC_ses-20190409-sample-8_slice-20190409-slice-8_cell-20190409-sample-8_icephys.nwb
20190409_sample_9,UKEDC-9,sub-mouse-UKEDC_ses-20190409-sample-9_slice-20190409-slice-9_cell-20190409-sample-9_icephys,sub-mouse-UKEDC_ses-20190409-sample-9_slice-20190409-slice-9_cell-20190409-sample-9_icephys.nwb
20190410_sample_10,STYRO-10,sub-mouse-STYRO_ses-20190410-sample-10_slice-20190410-slice-10_cell-20190410-sample-10_icephys,sub-mouse-STYRO_ses-20190410-sample-10_slice-20190410-slice-10_cell-20190410-sample-10_icephys.nwb
20190410_sample_3,STYRO-3,sub-mouse-STYRO_ses-20190410-sample-3_slice-20190410-slice-3_cell-20190410-sample-3_icephys,sub-mouse-STYRO_ses-20190410-sample-3_slice-20190410-slice-3_cell-20190410-sample-3_icephys.nwb
20190410_sample_4,STYRO-4,sub-mouse-STYRO_ses-20190410-sample-4_slice-20190410-slice-4_cell-20190410-sample-4_icephys,sub-mouse-STYRO_ses-20190410-sample-4_slice-20190410-slice-4_cell-20190410-sample-4_icephys.nwb
20190410_sample_6,STYRO-6,sub-mouse-STYRO_ses-20190410-sample-6_slice-20190410-slice-6_cell-20190410-sample-6_icephys,sub-mouse-STYRO_ses-20190410-sample-6_slice-20190410-slice-6_cell-20190410-sample-6_icephys.nwb
20190410_sample_7,STYRO-7,sub-mouse-STYRO_ses-20190410-sample-7_slice-20190410-slice-7_cell-20190410-sample-7_icephys,sub-mouse-STYRO_ses-20190410-sample-7_slice-20190410-slice-7_cell-20190410-sample-7_icephys.nwb
20190411_sample_1,IQNOA-1,sub-mouse-IQNOA_ses-20190411-sample-1_slice-20190411-slice-1_cell-20190411-sample-1_icephys,sub-mouse-IQNOA_ses-20190411-sample-1_slice-20190411-slice-1_cell-20190411-sample-1_icephys.nwb
20190411_sample_3,IQNOA-3,sub-mouse-IQNOA_ses-20190411-sample-3_slice-20190411-slice-3_cell-20190411-sample-3_icephys,sub-mouse-IQNOA_ses-20190411-sample-3_slice-20190411-slice-3_cell-20190411-sample-3_icephys.nwb
20190411_sample_5,IQNOA-5,sub-mouse-IQNOA_ses-20190411-sample-5_slice-20190411-slice-5_cell-20190411-sample-5_icephys,sub-mouse-IQNOA_ses-20190411-sample-5_slice-20190411-slice-5_cell-20190411-sample-5_icephys.nwb
20190411_sample_6,IQNOA-6,sub-mouse-IQNOA_ses-20190411-sample-6_slice-20190411-slice-6_cell-20190411-sample-6_icephys,sub-mouse-IQNOA_ses-20190411-sample-6_slice-20190411-slice-6_cell-20190411-sample-6_icephys.nwb
20190411_sample_8,IQNOA-8,sub-mouse-IQNOA_ses-20190411-sample-8_slice-20190411-slice-8_cell-20190411-sample-8_icephys,sub-mouse-IQNOA_ses-20190411-sample-8_slice-20190411-slice-8_cell-20190411-sample-8_icephys.nwb
20190412_sample_1,UVVCP-1,sub-mouse-UVVCP_ses-20190412-sample-1_slice-20190412-slice-1_cell-20190412-sample-1_icephys,sub-mouse-UVVCP_ses-20190412-sample-1_slice-20190412-slice-1_cell-20190412-sample-1_icephys.nwb
20190412_sample_3,UVVCP-3,sub-mouse-UVVCP_ses-20190412-sample-3_slice-20190412-slice-3_cell-20190412-sample-3_icephys,sub-mouse-UVVCP_ses-20190412-sample-3_slice-20190412-slice-3_cell-20190412-sample-3_icephys.nwb
20190412_sample_6,UVVCP-6,sub-mouse-UVVCP_ses-20190412-sample-6_slice-20190412-slice-6_cell-20190412-sample-6_icephys,sub-mouse-UVVCP_ses-20190412-sample-6_slice-20190412-slice-6_cell-20190412-sample-6_icephys.nwb
20190415_sample_1,WYKLJ-1,sub-mouse-WYKLJ_ses-20190415-sample-1_slice-20190415-slice-1_cell-20190415-sample-1_icephys,sub-mouse-WYKLJ_ses-20190415-sample-1_slice-20190415-slice-1_cell-20190415-sample-1_icephys.nwb
20190415_sample_10,WYKLJ-10,sub-mouse-WYKLJ_ses-20190415-sample-10_slice-20190415-slice-10_cell-20190415-sample-10_icephys,sub-mouse-WYKLJ_ses-20190415-sample-10_slice-20190415-slice-10_cell-20190415-sample-10_icephys.nwb
20190415_sample_3,WYKLJ-3,sub-mouse-WYKLJ_ses-20190415-sample-3_slice-20190415-slice-3_cell-20190415-sample-3_icephys,sub-mouse-WYKLJ_ses-20190415-sample-3_slice-20190415-slice-3_cell-20190415-sample-3_icephys.nwb
20190415_sample_4,WYKLJ-4,sub-mouse-WYKLJ_ses-20190415-sample-4_slice-20190415-slice-4_cell-20190415-sample-4_icephys,sub-mouse-WYKLJ_ses-20190415-sample-4_slice-20190415-slice-4_cell-20190415-sample-4_icephys.nwb
20190415_sample_6,WYKLJ-6,sub-mouse-WYKLJ_ses-20190415-sample-6_slice-20190415-slice-6_cell-20190415-sample-6_icephys,sub-mouse-WYKLJ_ses-20190415-sample-6_slice-20190415-slice-6_cell-20190415-sample-6_icephys.nwb
20190415_sample_8,WYKLJ-8,sub-mouse-WYKLJ_ses-20190415-sample-8_slice-20190415-slice-8_cell-20190415-sample-8_icephys,sub-mouse-WYKLJ_ses-20190415-sample-8_slice-20190415-slice-8_cell-20190415-sample-8_icephys.nwb
20190416_sample_10,PHFLX-10,sub-mouse-PHFLX_ses-20190416-sample-10_slice-20190416-slice-10_cell-20190416-sample-10_icephys,sub-mouse-PHFLX_ses-20190416-sample-10_slice-20190416-slice-10_cell-20190416-sample-10_icephys.nwb
20190416_sample_3,PHFLX-3,sub-mouse-PHFLX_ses-20190416-sample-3_slice-20190416-slice-3_cell-20190416-sample-3_icephys,sub-mouse-PHFLX_ses-20190416-sample-3_slice-20190416-slice-3_cell-20190416-sample-3_icephys.nwb
20190416_sample_4,PHFLX-4,sub-mouse-PHFLX_ses-20190416-sample-4_slice-20190416-slice-4_cell-20190416-sample-4_icephys,sub-mouse-PHFLX_ses-20190416-sample-4_slice-20190416-slice-4_cell-20190416-sample-4_icephys.nwb
20190416_sample_5,PHFLX-5,sub-mouse-PHFLX_ses-20190416-sample-5_slice-20190416-slice-5_cell-20190416-sample-5_icephys,sub-mouse-PHFLX_ses-20190416-sample-5_slice-20190416-slice-5_cell-20190416-sample-5_icephys.nwb
20190416_sample_6,PHFLX-6,sub-mouse-PHFLX_ses-20190416-sample-6_slice-20190416-slice-6_cell-20190416-sample-6_icephys,sub-mouse-PHFLX_ses-20190416-sample-6_slice-20190416-slice-6_cell-20190416-sample-6_icephys.nwb
20190416_sample_7,PHFLX-7,sub-mouse-PHFLX_ses-20190416-sample-7_slice-20190416-slice-7_cell-20190416-sample-7_icephys,sub-mouse-PHFLX_ses-20190416-sample-7_slice-20190416-slice-7_cell-20190416-sample-7_icephys.nwb
20190416_sample_8,PHFLX-8,sub-mouse-PHFLX_ses-20190416-sample-8_slice-20190416-slice-8_cell-20190416-sample-8_icephys,sub-mouse-PHFLX_ses-20190416-sample-8_slice-20190416-slice-8_cell-20190416-sample-8_icephys.nwb
20190416_sample_9,PHFLX-9,sub-mouse-PHFLX_ses-20190416-sample-9_slice-20190416-slice-9_cell-20190416-sample-9_icephys,sub-mouse-PHFLX_ses-20190416-sample-9_slice-20190416-slice-9_cell-20190416-sample-9_icephys.nwb
20190417_sample_10,UHZDZ-10,sub-mouse-UHZDZ_ses-20190417-sample-10_slice-20190417-slice-6_cell-20190417-sample-10_icephys,sub-mouse-UHZDZ_ses-20190417-sample-10_slice-20190417-slice-6_cell-20190417-sample-10_icephys.nwb
20190417_sample_2,UHZDZ-2,sub-mouse-UHZDZ_ses-20190417-sample-2_slice-20190417-slice-2_cell-20190417-sample-2_icephys,sub-mouse-UHZDZ_ses-20190417-sample-2_slice-20190417-slice-2_cell-20190417-sample-2_icephys.nwb
20190417_sample_3,UHZDZ-3,sub-mouse-UHZDZ_ses-20190417-sample-3_slice-20190417-slice-3_cell-20190417-sample-3_icephys,sub-mouse-UHZDZ_ses-20190417-sample-3_slice-20190417-slice-3_cell-20190417-sample-3_icephys.nwb
20190417_sample_4,UHZDZ-4,sub-mouse-UHZDZ_ses-20190417-sample-4_slice-20190417-slice-2_cell-20190417-sample-4_icephys,sub-mouse-UHZDZ_ses-20190417-sample-4_slice-20190417-slice-2_cell-20190417-sample-4_icephys.nwb
20190417_sample_5,UHZDZ-5,sub-mouse-UHZDZ_ses-20190417-sample-5_slice-20190417-slice-5_cell-20190417-sample-5_icephys,sub-mouse-UHZDZ_ses-20190417-sample-5_slice-20190417-slice-5_cell-20190417-sample-5_icephys.nwb
20190417_sample_9,UHZDZ-9,sub-mouse-UHZDZ_ses-20190417-sample-9_slice-20190417-slice-6_cell-20190417-sample-9_icephys,sub-mouse-UHZDZ_ses-20190417-sample-9_slice-20190417-slice-6_cell-20190417-sample-9_icephys.nwb
20190418_sample_10,HZREI-10,sub-mouse-HZREI_ses-20190418-sample-10_slice-20190418-slice-10_cell-20190418-sample-10_icephys,sub-mouse-HZREI_ses-20190418-sample-10_slice-20190418-slice-10_cell-20190418-sample-10_icephys.nwb
20190418_sample_2,HZREI-2,sub-mouse-HZREI_ses-20190418-sample-2_slice-20190418-slice-2_cell-20190418-sample-2_icephys,sub-mouse-HZREI_ses-20190418-sample-2_slice-20190418-slice-2_cell-20190418-sample-2_icephys.nwb
20190418_sample_4,HZREI-4,sub-mouse-HZREI_ses-20190418-sample-4_slice-20190418-slice-4_cell-20190418-sample-4_icephys,sub-mouse-HZREI_ses-20190418-sample-4_slice-20190418-slice-4_cell-20190418-sample-4_icephys.nwb
20190418_sample_5,HZREI-5,sub-mouse-HZREI_ses-20190418-sample-5_slice-20190418-slice-5_cell-20190418-sample-5_icephys,sub-mouse-HZREI_ses-20190418-sample-5_slice-20190418-slice-5_cell-20190418-sample-5_icephys.nwb
20190418_sample_7,HZREI-7,sub-mouse-HZREI_ses-20190418-sample-7_slice-20190418-slice-7_cell-20190418-sample-7_icephys,sub-mouse-HZREI_ses-20190418-sample-7_slice-20190418-slice-7_cell-20190418-sample-7_icephys.nwb
20190418_sample_8,HZREI-8,sub-mouse-HZREI_ses-20190418-sample-8_slice-20190418-slice-8_cell-20190418-sample-8_icephys,sub-mouse-HZREI_ses-20190418-sample-8_slice-20190418-slice-8_cell-20190418-sample-8_icephys.nwb
20190418_sample_9,HZREI-9,sub-mouse-HZREI_ses-20190418-sample-9_slice-20190418-slice-9_cell-20190418-sample-9_icephys,sub-mouse-HZREI_ses-20190418-sample-9_slice-20190418-slice-9_cell-20190418-sample-9_icephys.nwb
20190422_sample_1,DVQIA-1,sub-mouse-DVQIA_ses-20190422-sample-1_slice-20190422-slice-1_cell-20190422-sample-1_icephys,sub-mouse-DVQIA_ses-20190422-sample-1_slice-20190422-slice-1_cell-20190422-sample-1_icephys.nwb
20190422_sample_10,DVQIA-10,sub-mouse-DVQIA_ses-20190422-sample-10_slice-20190422-slice-10_cell-20190422-sample-10_icephys,sub-mouse-DVQIA_ses-20190422-sample-10_slice-20190422-slice-10_cell-20190422-sample-10_icephys.nwb
20190422_sample_4,DVQIA-4,sub-mouse-DVQIA_ses-20190422-sample-4_slice-20190422-slice-4_cell-20190422-sample-4_icephys,sub-mouse-DVQIA_ses-20190422-sample-4_slice-20190422-slice-4_cell-20190422-sample-4_icephys.nwb
20190422_sample_5,DVQIA-5,sub-mouse-DVQIA_ses-20190422-sample-5_slice-20190422-slice-5_cell-20190422-sample-5_icephys,sub-mouse-DVQIA_ses-20190422-sample-5_slice-20190422-slice-5_cell-20190422-sample-5_icephys.nwb
20190422_sample_6,DVQIA-6,sub-mouse-DVQIA_ses-20190422-sample-6_slice-20190422-slice-6_cell-20190422-sample-6_icephys,sub-mouse-DVQIA_ses-20190422-sample-6_slice-20190422-slice-6_cell-20190422-sample-6_icephys.nwb
20190422_sample_7,DVQIA-7,sub-mouse-DVQIA_ses-20190422-sample-7_slice-20190422-slice-7_cell-20190422-sample-7_icephys,sub-mouse-DVQIA_ses-20190422-sample-7_slice-20190422-slice-7_cell-20190422-sample-7_icephys.nwb
20190422_sample_8,DVQIA-8,sub-mouse-DVQIA_ses-20190422-sample-8_slice-20190422-slice-8_cell-20190422-sample-8_icephys,sub-mouse-DVQIA_ses-20190422-sample-8_slice-20190422-slice-8_cell-20190422-sample-8_icephys.nwb
20190423_sample_1,UTMPM-1,sub-mouse-UTMPM_ses-20190423-sample-1_slice-20190423-slice-1_cell-20190423-sample-1_icephys,sub-mouse-UTMPM_ses-20190423-sample-1_slice-20190423-slice-1_cell-20190423-sample-1_icephys.nwb
20190423_sample_10,UTMPM-10,sub-mouse-UTMPM_ses-20190423-sample-10_slice-20190423-slice-8_cell-20190423-sample-10_icephys,sub-mouse-UTMPM_ses-20190423-sample-10_slice-20190423-slice-8_cell-20190423-sample-10_icephys.nwb
20190423_sample_3,UTMPM-3,sub-mouse-UTMPM_ses-20190423-sample-3_slice-20190423-slice-3_cell-20190423-sample-3_icephys,sub-mouse-UTMPM_ses-20190423-sample-3_slice-20190423-slice-3_cell-20190423-sample-3_icephys.nwb
20190423_sample_5,UTMPM-5,sub-mouse-UTMPM_ses-20190423-sample-5_slice-20190423-slice-5_cell-20190423-sample-5_icephys,sub-mouse-UTMPM_ses-20190423-sample-5_slice-20190423-slice-5_cell-20190423-sample-5_icephys.nwb
20190423_sample_7,UTMPM-7,sub-mouse-UTMPM_ses-20190423-sample-7_slice-20190423-slice-7_cell-20190423-sample-7_icephys,sub-mouse-UTMPM_ses-20190423-sample-7_slice-20190423-slice-7_cell-20190423-sample-7_icephys.nwb
20190423_sample_8,UTMPM-8,sub-mouse-UTMPM_ses-20190423-sample-8_slice-20190423-slice-6_cell-20190423-sample-8_icephys,sub-mouse-UTMPM_ses-20190423-sample-8_slice-20190423-slice-6_cell-20190423-sample-8_icephys.nwb
20190424_sample_1,NCFRS-1,sub-mouse-NCFRS_ses-20190424-sample-1_slice-20190424-slice-1_cell-20190424-sample-1_icephys,sub-mouse-NCFRS_ses-20190424-sample-1_slice-20190424-slice-1_cell-20190424-sample-1_icephys.nwb
20190424_sample_2,NCFRS-2,sub-mouse-NCFRS_ses-20190424-sample-2_slice-20190424-slice-2_cell-20190424-sample-2_icephys,sub-mouse-NCFRS_ses-20190424-sample-2_slice-20190424-slice-2_cell-20190424-sample-2_icephys.nwb
20190424_sample_3,NCFRS-3,sub-mouse-NCFRS_ses-20190424-sample-3_slice-20190424-slice-3_cell-20190424-sample-3_icephys,sub-mouse-NCFRS_ses-20190424-sample-3_slice-20190424-slice-3_cell-20190424-sample-3_icephys.nwb
20190424_sample_4,NCFRS-4,sub-mouse-NCFRS_ses-20190424-sample-4_slice-20190424-slice-4_cell-20190424-sample-4_icephys,sub-mouse-NCFRS_ses-20190424-sample-4_slice-20190424-slice-4_cell-20190424-sample-4_icephys.nwb
